label, text
"1","I wish I could give you zero stars. Lived in Pittsburgh since '95 and the only time I can score a taxi is when I am staying at some some swanky hotel downtown? Yellow Cab needs to drink the poison and go the way of dodo. Losers. Don't ever call Yellow Belly Cab when you need a ride to work. You will lose your job. Constantly call and get wait time in the hours and the Taxis never show up. I actually drove cabs for Yellow for a week until I needed to get a cab to pay rent and couldn't. I personally witnessed drivers gambling and smoking crack while waiting for hours at the airport to get a fair."
"1","Yellow Cab insists that they have a big enough fleet to handle the demands of the city but in reality they have a big enough fleet to handle what they believe our demands are.  On a typical Saturday night after midnight there is at least an hour wait if you call so I suggest you head to the closest downtown hotel to find a cab. \n\nWhat confuses me is that the taxis at these hotels sit there.  They stay at the hotel not picking up anyone.  I guess their employees hate money?\n\nTo top it all off after a certain hour they will turn off their meters which means they are scamming you.  Isn't that illegal?  \n\nThey know after the buses and T's stop they have the residents under their thumb so they can choose between picking them up or taking a nap (which we have witnessed before)."
"4","Their deli sandwiches are great.  Service is very friendly: the deli workers seem determined to convert you to the Cult of Cured Meat and won't take no for an answer; the lady who mans (womans?) the checkout counter always has a smile and a kind word; and the guy behind the butcher counter is gruff, hilarious, and disturbingly good with a knife.  Prices are high, but hey, any area that has both an Eyetique *and* an Apple Store is going to be outrageously affluent (and so its shops are obviously going to be outrageously overpriced).\n\nThere's almost no parking to be had.  Most of the cars on Walnut seem to belong to people with too much money and too little competence behind the wheel.  So, if you value your life, come here on foot.  Then again, if you valued your life you probably wouldn't be eating their incredibly delicious (and incredibly high-calorie) sandwiches in the first place ...\n\nDuring our first year of marriage, my wife once wanted to make me pot roast for dinner, and so she came here to ask the butcher what cut of meat would be best.  He was so touched by this that he gave her the best he had.  Whenever I think of Shadyside Market & Deli, this is the first memory that comes up -- and it never fails to bring a smile to my face."
"2","This is not a place I would recommend....table for two in virtually an empty restaurant....speaking of that table it was one of those that wobbled, there was another table very close to us and with us pretty much being the only ones in there, we just shifted over....\n\nthe decor is avg to not that nice, nothing special......just a boring not so fun place to be....the sushi was ok, but too expensive for this type of place....for nigiri pieces, your typical rolls and special rolls it was over priced....the lady that served us was very nice though and did a pretty good job, this was a pretty forgetable time here...I guess if youre in station square and want sushi quick, pop in here to get your fix, but it's not a place I'd go to when choosing where to dine for the night...."
"5","To me, this is the best restaurant in Pittsburgh. Not the best Japanese or Asian place, but the hands-down best. \n\nThe sushi is sublime. From your basic tuna rolls to your fancier hand rolls and specialties, I've not had anything I didn't want more of. The second-best sushi I've ever had. \n\nHowever, what makes this place shine is how good everything ELSE tastes! Too often, people thing Japanese = sushi. From the simple miso soup and house salad (which were far above others I've had) to the various platters, each dish tastes like a delicacy. The steak and chicken teriyaki are delicious choices that satisfy the more timid palate, and the various hot dishes that arrive on platters are all also excellent. Even the desserts, though simple, are excellent. I recommend the anjou pear poached in plum wine. \n\nThe downsides of this place are parking ($), price ($$$), and interior. Being in Station Square, you'll likely have to pay to park. The portions are not large for the money, which means you'll spend even more to be full. I expect to spend upwards of $70 for two when I come here. Also, the inside is plain and somewhat dated, which doesn't attract me. \n\nHowever, the incredible preparation and taste of the food here have kept me coming back any time I can afford a fancy meal!"
"3","I'm not sure how this place stays in business.  Every time I've been there, we are the only table in the restaurant....including a Saturday night at 6:30pm.   Well, maybe it's the fact that they overcharge for the amount of food they give you.  Quality is good, but the portions are too small for what you pay.  You also have to pay for parking (in the garage).   There's not too many Japanese restaurants in Pittsburgh, so if you're in the mood for Japanese,  it's virtually the only place to go."
"3","I was very upset to find out that this theater charged me the admissions price of 5.00 for my 6 month old grand daughter who cannot even sit up alone to take up a seat. I was told by employee's there that everyone is charged a price during the first 2 weeks of a new movie showing. I feel this was a great rip off and she could not take advantage of the free popcorn, so basically I paid 5.00 for the small free popcorn. Very upset."
"3","If you go here, sit outside and enjoy the beautiful view of Pittsburgh! We came here for drinks but the food looked good. Wednesday is their $1 beer special and $5.50 martini night. The martinis are good. The sangria was.... Eh......tasted flat and syrupy. Not what I expected from a sangria for $10."
"3","Egg on the burger wasn't completely cooked. They kept changing TV channels, so you couldn't watch a game all the way through. So we left."
"1","I went there to have a tire checked because it had a slow leak. After a thirty minute wait, they said there was no problem with the tire and that the aluminum wheel was leaking. They put a sealant on the inside of the rim and advised that it was a temporary fix and would leak again in the future. A day later I still had a leak. I took the car to another garage and they found a small hole in my tire within 5 minutes! Oh and they charged half of what NTB did. Take your car somewhere else!"
"4","Get here early! Seats fill up quick!\n\nI love this theater. They always play movies for the longest and they oftentimes play movies that you can't see anywhere else. Very roomy and comfy. \n\nPrices are a little higher and it seems to be always crowded. Parking is a nightmare on a Saturday night."
"4","This is one of my favorite movie theaters in the Charlotte area, despite my lack of enthusiasm for shopping malls.  I normally attend movies in the late afternoons or evenings during the week and I don't purchase snacks or drinks; however, I'm super appreciative of this theater being clean and easy to locate within the mall (down at the end, across from Forever 21).  The movie schedules are great and I have even seen a few movies here that most other theaters do not show.  (For example, Dallas Buyers Club.)  There are electronic ticket kiosks if you don't want to wait in line for a ticket and I've always been a fan of the lighting near the entrance of the theater.  It doesn't really feel like you're in the middle of an outlet mall.  (Thank goodness.)  I'd give this theater five stars if the seats reclined.  :-)"
"5","Large multiplex theater. Theater has $5 movies for showings that are early. IMAX available for a hefty charge. 3d movies show here for cost of 3d glasses. A 3d movie for 3 was about 33 dollars for us. \n\nSnack bar has pizza, chicken tenders, hot dogs, pretzels, ice cream, along with the usual candy, popcorn, and drinks all at inflated prices.  Good selection but be prepared to pay.\n\nCan be a stubs member for $12 a year to get free tickets, snacks, etc. it's free at regal, but they give you $10 for every $100 spent to use for tickets or snacks in addition to snack specials and discounts offered to members on a regular basis.\n\nClean theater. Have been here many times."
"5","Staff is always polite and movie selection is great! Prices aren't too bad and the viewing area is always clean. Only down side is that they don't have student discounts, but that's livable"
"2","This was not a pleasant experience, Firstly, I had fried pickles, which were soggy and greasy, nowhere near as good as I have come to expect from Hooters. The bartender (Jennifer), while not unpleasant to look at, was extremely slow. She walked past my empty beer glass all night; the only way I was able to get a beer was to get her attention, which was difficult, since she was busy fooling around with her phone and doing God knows what else, and ask her point blank for a beer. When I was able to finally order an entree, she recommended at \""Daytona\"" sauce, which was goopy, sickly sweet, and horrible.  The worst, and unforgiveable part, was that there was a mix-up with the tabs, and the manager came over and informed me that I could order no more alcohol, since I had already has TEN beers. I had NOT had ten beers; believe me, if I had wanted to have ten beers, it would have been impossible in the short time I was there, with the inattentive bartender. Rather than argue with these socially-inept , inefficient people, I cashed out and left. have reasonable expectations, and not only did they not meet my expectations, they were egg\\regiously insulting. I come to town often, for business, and could potentially bring a lot of business, as my customers do like Hooters, but I will NOT be back here, Steer clear of this place. Go to the Texas Steak House or one of the other numerous nearby options."
"1","Chicken cooked at wrong temperature... Was completely red. Threw up for 3-4 straight days. Lost business over it too. Fix the kitchen, fix the restaurant... STAY AWAY!"
"2","decent at best.  if you know real cajun this place won't impress you but for the lack of any other option it's passable.  the Rat Toes appetizer is pretty good."
"2","While I still enjoy the atmosphere of Razzoo's, something has changed.  I don't know if I'm older (okay, I know I'm older), or if they've cranked it up a few notches, but their food is now too much for us to eat, and I'm not talking about the price, which is about the same.\n\nEverything on the menu, from the dirty rice to the fried green bean appetizer and the chicken pasta has a kick to it.  Consider yourself warned.  If you want it spicy, then this is probably your place.  But what used to be \""taste with a bit of a bite\"" is now \""spice with very little taste\"".  Or maybe it's just that there is so much spice that it kills the taste buds long enough to remove the taste.  Tough to say that there is a difference.\n\nOn the bright side, the place is fun, and the servers are as friendly as ever - it's just that the food has really gone downhill.\n\nSweet Tea Report:  Not sweet.  At all.  Not in your wildest dreams would you possibly imagine that this tea has ever even thought about being sweet.  I would hate to even try and think what their regular tea taste like because the sweet tea is so not sweet.  Move along."
"1","Nasty! Disgusting. I can't believe I even stepped in the doors."
"2","If I hadn't been born in Louisiana and my family wasn't cajun, I probably could enjoy it.  But when I go to a place that claims to be cajun and I see only pale shadows of the dishes, I come away disappointed.\n\nThis place seems more about the Look of what a non-cajun would expect out of cajuns than what being Acadian really is.  Nowhere to be seen is the wonderful dishes like maquechoux, and boudin, nor were the sides near what I like.\n\nAt least I still have relatives from Lafayette who send me good sausage to cook my own jambalaya and gumbo the right way."
"4","Cool eclectic decor...a cross between Beverly Hillbillies and Swamp People. The menu is very entertaining to read. There is plenty of room between tables so you're not sitting on top of other people. For some reason, I wasn't to adventurous so I got the chopped salad with ranch dressing (had some cajun spices). It was delicious! My brother got the andioulle red beans and rice and devoured it. Hubs got the catfish poboy and had nothing but good things to say about it. (it was huge).\n\nBiggest complement I can can give about this place was the service. We had an incredible waiter who was funny, informative and attentive. \n\nI'll definitely go back and try something else on the menu."
"4","When it comes to Cajun and spicy food, I am a work in progress.  I'm attempting to get my palette better versed in spice.  My boyfriend and I were looking for a change in our typical go-to places when he suggested Razzoo's and boy, did he make a good suggestion!  He had the crawfish etoufee (amazing) and I had a Shrimp Po' Boy and it was MASSIVE.  It was delirious, well spiced and presented.\n\nIs it authentic?  I don't know - I hope to head to New Orleans this winter for a vacation but I can tell you I loved it.  We ate at the bar and the staff was great - They were quick to refill our beers and gave great service.  I loved it, I have been craving it since and I will be back!"
"4","Very nice and helpful.  If you are balling on a budget then this is the best store to visit."
"2","Four stars for the two appetizers (calamari and spicy shrimp)' both were very enjoyable.  The salad was also very good.  \nOne star for the main entrees.  Both mine and the wife's were awful.  I had the tilapia with asparagus.  The asparagus was way over cooked the the fish was very dry.  Wife had a pasta dish and was very disappointed. The kids meals were okay.\nAtmosphere wasn't very appealing since areas were dirty in the waiting area and the dining area near the fireplace.  Wait staff was very inconsistent, our waiter was very neglectful, while the waitress at the table next to us seemed very attentive to her tables and we had to ask her for refills on bread, salad and drinks while our waiter was MIA.\nBottom line, go somewhere else while in the Concord Mills area."
"4","Good Service! I had the usual soup, salad and breadsticks."
"2","We came inside waited for ten minutes to be acknowledge then we had to wait another five to ten minutes  to be seated for a booth as. As we are waiting I seen a booth and the hostess  told me \""that the server was full, so I said okay then once the manager came up she told the hostess to sit us at the same exact booth..... So as we were seated a SPIDER!!!!! crawls across the table.....I'm so done with these MOFOS!!!!!"
"3","Starbucks has become quite the institution here in the good ole' USA. As most folks do, I enjoy their coffee. Generally I'm a Venti Mocha, no whip kind of girl but on occasion I will branch out and try a Columbian Roast or a Frappaccino.\nThe breakfast sandwiches are not the best, but better tasting than McDonald's in my opinion. The bakery items are fine for prepackaged stuff. \nI don't usually go in as it's always crowded, there is a long line (even in the drive thru - plan a few extra minutes for waiting) and for some reason it's always cold. \n\nAll in all I prefer home grown coffee shops or small hole in the wall places but this is, just as it is called, a Starbucks, and nothing more."
"4","Came in for lunch and the place was pretty empty. I believe perhaps they were just opening. I ordered a BFM (Best Friday's Margarita) and the bartender made it with some love. I appreciated that. :-) For lunch I ordered the California Club with sweet potato fries. The food was very fresh. I assumed it was a hot sandwich but instead its a cold one. Not a deal breaker though. I really enjoyed it. It was cool too see the CIAA additions to the restaurant as I am solely in town for this event. Overall, the service was good and the food was good too.."
"4","Fast, polite and the food was good.  The Thai Tacos and fried Mac&Cheese was yummy.  Great burgers as well. This is no culinary stop but good fast food."
"4","Look this is simple. The name of the place is \""Roadhouse\"" as in peanuts in a bucket on the table, throw your shells on the floor, young waiters and waitresses dancing, and STEAK!   If you want a great steak or great chicken at a very reasonable price in a simple laid back ROADHOUSE style establishment then this is great.  This is not fine dining.  Sorry no special separate booths or perfect fitting baby seats or quiet whisper dining w a waiter that is wearing a white apron.  Give me a break.  Simple..... you want great steak at low prices in a simple place then this isn't a bad choice.....you want to cry about booths and baby slings and loud kids, ummm stay home."
"2","We went in because we noticed it wasn't very busy and we wanted to grab a quick bite to eat.  The waitress acknowledged us, brought us 2 out of the 3 drinks we ordered and then she never came back to our table.  After 15 mins we got up and left.  I would leave a 1 star but I reserve that for blatantly rude or disgusting places."
"1","If your not a local dont come here.  From wgat I could see if the bartender or waitress new you they would hang out and talk to you, but we were new to the area and the bar looked interesting. \nTo start the night we sat outside. Asked that the tv channel be changed. Waitress said ok we'll see if we can get that changed.  After an additional 3 times asking she doesn say they can change the channel she says the bartender has been \"" backed up\"". I go inside and the bartender is  talking to the ame group she had been talking to for a while. Later we went in to watch the fight which was on the tvs inside.  I ordered a drink and the bartender told me she was going to make it on the other end of the bar. Expecting me to move to the other end to get it.  Just a sub par place. Has a lot of potential but not going to draw in any new businesses with this type of service."
"2","Sun and Ski is a decent all around Outdoor Sports store.  I have wandered around here many a time looking at various clothing for running and winter sports.  I will say that they lack seriously in the cycling apparel department.  They have 2 racks (1 clearance) for women and it was mostly shorts.  If you are looking for cycling apparel then stick to Bike stores that concentrate on this or buy online.  Their hiking supplies are a little limited as well and pricey but you can find some small items in abundance.  They do however, have helpful staff especially when dealing with their Yakima selection.  All in all, Sun and ski is so general that if you want a good selection in one area of activity then it's best to find a store that specializes in that."
"1","Cannot believe how unhelpful and extremely rude the ladies were to me and other women here. They treat you like you're scum until you go to buy an expensive dress. Would never recommend this place to anyone looking for a nice dress shopping experience."
"1","Tried it and they were out of everything we tried to order. Gave them another try and same thing. We gave up and wont be going back"
"2","Pizza is average.  One step above Cici's as another reviewer commented.  They don't refill the pizzas often enough also....so if someone hordes the only topping combination you would eat...good luck.  Salad bar crappy, small setup means lack of salad topping possibilities.  No marinara on the buffet to dip crust, breadstick, or anything else into.  \n\nSandwiches ordered off the menu (non buffet) are very decent.  Chicken parm and meatball are both a lot of food for the money.  Comes with a sad little bag of Ruffles as I recall =/   ...buffalo wings are very decent for the money.  Only 2 sauce choices for wings but you get a lot for the money.   My GF doesn't like going there, when I suggest it as I'm quickly reminded of a dead roach she found on the booth cushion.  Waiters/waitresses are super friendly, I've never had bad service there."
"4","I've only been in Charlotte for a couple years and this is the first auto garage I've used down here. It's owned and operated by two brothers I believe. They did a great job and worked with me on the price. In the end I feel like they are a very reputable company that won't rip you off. I actually need to have some work done on my wife's car and plan on calling them to do the work."
"1","For a place that just opens pre-made packages and plops them on a salad-bar, I would think that this effort might not have been to challenging. Perhaps I had my hopes up too high.\n\nI went here for a quick bite as I had business in the neighborhood. I must say, I would have done better anywhere else. The salad selection was less than fresh to say the least. A person kept barging out of the back to refill things, and was super surley. Just get in her way and get an elbow.\n\nAfter the salad selection are random canned things. I guess those were ok. I am not sure.\n\nThey also have a \""hot bar\"". This is where things get really depressing. They had a kind-of taco set-up thing going with what appeared to be ground beef. Except it wasn't! It was straight-up textured vegetable protein! Who even does that? I got a baked sweet potato, and that thing had been sitting under a heat lamp for what seemed weeks and was inedible. The soups were just blah. Who serves french onion soup without the topping? The pizzas they had on the platter were less than what you would expect from the cheapest of frozen pizzas.\n\nJust all in all horrible. I left having drank and unsweetened ice tea and left a plate from the all-you-can-eat salad bar totally full.\n\nWhat a waste of time and money. This place is gross."
"3","Yesterday for lunch my friend really wanted to eat here, so in an act of almost unfathomable generosity I said OK!  I know I'm selfish!!!\n\nThe Wait staff seemed like they did not want to be there, though that has no effect on my review!  The seats were very soft and comfortable, though that will not effect the outcome of my rating it is nice to be physically comfortable.\n\nThe food:  Chips, plain, little or no salt, 3 stars!  Salsa, good flavor (better than many), too watered down 3.5 stars.  Steak Fajitas good flavor, better than some, 3.5 stars.  Flour Tortillas 4 stars.  The Pico was better than most 4 stars.   Vegetables, good quality 3.65 stars.  My overall rating of this place is compared to similar Mexican Restaurants.\n\nI can NOT say that I am a fan (so I do not give them four stars) they get 3.25 for me = A -OK!  Though I would not chose to return here  would come back if I really wanted to join my group of friends who chose to.  Many places I would not, so that says something good about this place!"
"4","This Subway has come a long way. It used to have pretty poor, unfriendly service. The teenage gals working there seemed to rather chit-chat than work but I think a manager with a somewhat ironfist may have read them the riot act because service has improved (at least this trip!).\n\nWhere the sandwiches used to be put together half-@$$ed, this time they were made with a little more love. The gals were more interested in greeting us, taking our orders properly, and being fast and efficient with getting everything prepared and paid for. The restaurant itself is very clean and the food very fresh, so it's safe to say there's new management involved.\n\nI have to say that Subway has the best tuna sub on the planet. That is no lie. I'm not sure what it is they do, but that's about the only thing I can ever order here. I have a nephew who worked at one years ago, but he said there was no secret to it.  Adding bacon to it might have something to do with it. You can't go wrong with bacon! I've even seen chocolate-covered bacon but have yet to try it. I'm not big on the lettuce at these joints but I always go with the fresh spinach instead if there's not an ecoli scare happening. The sandwich makers can go a little extreme with the mayo so I have to tell them \""just a little bit\"" and not make the mistake of just saying \""light mayo\"", because they will indeed get the bottle of \""light mayonnaise\"" and slop too much on my sandwich, not realizing I just meant \"" a little bit\"" of mayo. Comprende?\n\nThe breads are all good but I always stick with their wheat, never toasted. I swear I scrape the hell out of my lips on any sub that gets toasted.\n\nNice selection of chips. Nothing like putting them on your sandwich for that extra crunch. They also carry one of the best iced-teas for these type of restaurants called \""Fuze\"". I wish more stores would carry it. Tastier than Lipton's!\n\nFair prices but it gets weird how they judge the prices of a footlong. They can go anywhere from $5 to $9 depending on what's inside. Is there a tuna shortage?\n\nYour pal,\nWalter"
"4","This is one of our go-to inexpensive dinner places. Their margarita's are good and very large if you get anything but the small. The food is good, I'm a fan of the La Mejor and my hubby always gets Pollo con Crema.  Take home boxes are standard for us at Monterrey having left overs for the next day.\n\nThe service can be hit of miss, but typically they are very attentive and food comes out quickly.  The dining room is a bit of a dive and sad.  The booths and tables have seen better days.  It could certainly use a face-lift."
"3","I'm a big Mexican food fan! This Monterrey location in Matthews always seems to hit the spot. Stopped by recently on a Saturday evening for dinner. Got right in! I ordered the chimichangas w/ shredded beef, fried. I know, I know, they do offer an non fried option, too. Great flavors w/ the guac & sour cream & side of refried beans. Topped it off w/ an ice cold Dos Equis. Can you really ever go wrong w/ an ice cold Dos Equis? The wife tried the Taco Salad w/ chicken. I enjoyed that dish as well. Is this my go to Mexican restaurant? No, but on a Saturday night when I'm hungry and not in the mood to wait too long, this is a great option."
"1","Just awful, although I may have given this place two stars if so many people didn't rave about it. Where should i start ....\n\nIn the four months since I've move to South Charlotte I've had more meals at franchises that I did my whole life. It's kind of sad really. The place was packed , which strangely enough that's been a bad omen here in Charlotte.  I found a place at the bar and started off with Jameson neat, that mellows me out ... usually.\n\nI'll skip the usual whining about the service. Italian bread with olive oil and rosemary to dunk it in, fan-tas-tic, I'm starved! But only a supermarket would try to pass that bread as \""eyetalian\"" and the olive oil was 100% tasteless. Throwing in even a drop of balsamic would have overpowered it. One down.\n\nThe Caesar salad arrives, it's just iceberg lettuce with some shaved Wisconsin processed parmesan and a couple of bread croutons. No dressing no nothing. Caesar what???\n\nI ordered pork chops in Marsala sauce and I finally understand why people gave good ratings to Fontanella ... believe or not the sauce here is actually WORSE, little porcini mushrooms totally overpowered by the salt shaker that was emptied in the sauce. And the Marsala forget it, there was NONE to be tasted, what's this prohibition era wine sauce. I wanted to just eat it and put an end to this ordeal, but the salt overdose made it impossible. The executive chef came out and met me. They served another pork chop (although the plate called for two of them) without the salt overdose but again without marsala or any significant seasoning. \n\nBack in the 90s I used to do go to bike week in Daytona quite often. The food was universally complete crap and the so called best restaurants in town (The Olive Garden and the Outback) had people lined up around the block, \nThat's what tonight reminded me of,  A huge crowd feasting on crappy food.\n\nedit: I forgot to mention the \""mashed potato with garlic\"" because there's absolutely nothing to say about it."
"3","We order our food from their carside service.  We found the food to be great, but patience trying to get your food from the carside pickup!!  (over 15 minutes past the time promised and ignored until the manager brought it out!!)"
"2","Waited a really long time to be seated for a mediocre birthday dinner. I ordered some sort of shrimp pasta plate.  Our meal was a long time coming after being seated. My shrimp had gone bad...really bad, so I ordered something meatless. The replacement dish took so long to arrive that I ended up eating part of my wife's  I only had a limited amount of time before an event I had to be at and couldn't wait any longer for my meal. My daughter didn't finish her plate & my wife was underwhelmed by hers (same thing I had).  It just tasted bland to me.\n\nThere are too many alternatives in this town to wait 40 minutes on \""meh\"" entrees that are not inexpensive! That's what makes the world go round though. Some people swear by this chain. Just not my thing."
"5","Queen Nails 7/25/2013\n1819 Matthews Township Pkwy Ste 300\nMatthews, NC 28105\nI have been going to Queen Nails for over a 10 years and will not go anywhere else. They are very clean and sanitary. The attention to detail is wonderful. They are very personable and caring. I am there about every 3 weeks getting a pedicure, gel nails and artwork hand drawn on my nails. Taylor, Rachel, Kathy, Annie and Lana are wonderful. Annie does state of the art brow shaping for $8."
"4","YUM!!!  The boyfriend took me here last night for dinner and what a delight!  My favorite things - beer and burgers!  A great old school spot with a hoppin bar area.  They brew their own beer here and I tried the Lightening Bold Gold and it was perfection!  \n\nThe dinner starts with these complimentary pieces of heaven - I don't know what they are called but there is a picture here someone took.  I have iron will when it comes down to resisting bread before dinner but one bite of these and you will be beggin for more.  They taste like criossants, super light and covered in a sticky warm honey-ish sauce.  Holy Cow - love it!\n\nThey have 16 and 22 oz beer specials Fridays where the 22 oz is $2.50!!!  What!!!  Love it!  And they offer growlers to go for just $9 bucks.  \n\nI got the California burger and it was huge.  Fresh ingredients, carefully made to order.  I swapped out the fries for Chicken and Wild Rice soup and it was fantastic.  There was a little bit of heat in the soup which i LOVE!  Super reasonable prices.\n\nWill definitely be back!  :-D"
"2","How bad is it when you don't want to go to Target?\n\nThe issue I have with this Target location is the crowd capacity. Every weekend it's like Christmas shopping season. You can see the packed parking lot from 51. I personally would rather go to 3 different stores in less crowded areas then go to this target on a weekend. In fact I have driven out of my way to go to Wal-Mart in Indian Trail just so that I don't have to go to this Target. The designers should have doubled or expanded this location a long time ago and now with the addition of the fresh food department to the store I'm sure even more people will be shopping here."
"2","The IHOP is another one of those places that I just don't get, and I don't really understand why, because I make pancakes frequently enough at home.  They have a decent menu and all - in fact it's pretty hefty.  But I can sit there and page through it time and time again without being able to really find something that I crave.  So I end up ordering something that I don't care for, then I get something I don't care for, and eat something I don't really want, and end up unhappy.\n\nThe good news about this particular location is that the staff is nice, but the bad news is that the service can be really, really bad.  Most IHOP locations will have a line at the popular times - usually on Sundays after breakfast.  But this one has a line all the time, even when the restaurant isn't full.  Even if you should get a table, you'll end up waiting.\n\nServers will often keep your glasses full, but that's about it - and don't plan on talking to a manager about it, because they will do everything they can to avoid you.  We watched the table across the divider from us ask - over and over again - if they could speak to the manager.  This went on for probably half an hour, and as soon as they gave up and left, the manager came out.  It was pretty bad.\n\nThe quality of the food is good enough (if you can find something you like), it's just that the service here is pretty bad."
"4","Here on 4/28/12\n\nDecent food for breakfast . Colorado Omelettes was better than anticipated . Had potroast, bacon ,ham ,sausage , and cheese stuffed into and on top of the omlette. Coffee was ground and brewed here and served in the gold pot kept on our table. Syrup served warm in a clean, non sticky caraf. Very good !"
"2","This place is always packed. Why? Am I missing something? Someone please tell me! I have only been for Breakfast and it's moderate at best. That morning I had scrambled eggs which I truly believe were a week old, turkey bacon which was grossly undercooked and pancakes which were light, fluffy and very tasty.\n\nThe service was good. Our waiter was a little shy, probably his first gig but still very nice, polite and attentive.\n\nThe opinion at the table was the pancakes ruled and everything else was unacceptable. With that said, I honestly can't see myself frequenting this place often just for pancakes. I need more to choose from. That's why I ask you to please tell me what I'm missing. Why do so many people frequent this place? Is there a secret menu I don't know about? Am I visiting at the wrong time? What? Tell me!"
"3","The service was awful. It was probably 15 minutes to get menus; three hours to get thru entrees and dessert. We were in absolutely no hurry but geez that is ridiculous. The patio is totally non descript and overlooks a parking lot.  My husband's dinner looked very good, my scallops were fine, served with beet risotto, tasty but there was some sort of puke green sauce that was really weird. The bread pudding was delicious. We walked to music in Stumptown Park after which was nice. A pleasant enough meal but kind of doubt we'll be back."
"5","Excellent food with an intimate feel. I prefer the back patio area. The menu changes almost daily and veggies come from local growers."
"1","Every time we have been here we have been disappointed. We are done. No more chances. There are much better pizza places around here."
"1","I will not shop at this store again.  While they do carry what I need - a prescription dog food needed for my dogs' digestion problems - they refused to sell it to me without a \""prescription card,\"" which I did not have because I just moved to Charlotte and my new vet had not yet mentioned any such thing to me.  It was a Sunday and my vet's office, like just about every other professional practice in Charlotte, is closed on Sundays.  The kicker is that they sold it to my father two weeks earlier without a prescription so the problem isn't that they won't make an exception to their silly policy, but apparently that they just didn't want to make an exception for me.  Either way, it's dog food...and expensive dog food at that.  Do they think my dogs are going to become addicts or something?  No thanks, I won't be returning and giving them my money for all of the expensive dog food that I purchase on a regular basis.  I will find another supplier."
"3","I never thought much of this place but tried it again recently and it was alright.  Nice that they have Old Meck on tap, the beer is bitchin.  I had their chili cheese fries and they were a fail.  It was like that liquid cheese like the jar stuff by frito lay.  The chili was like real chili and made the fries slimey and wet.  I had wings as the main course and they were good, no complaints with them."
"1","Expensive (more than dealership), not fast, and they REALLY do some up-selling."
"4","\""Is it yucky?\"" a friend asked me of the Movies 10 in Matthews. Many discount theaters get a reputation for having sticky seats, funky smells, and screaming children, but the Matthews 10 is an exception to the $2 theater rule. I've had only good experiences there.\n\nOn Mondays, there's a bonus discount. Tickets are only $.50, which is absolutely awesome. While they've got cheap tickets, their concessions are still pretty prices, so you might want to bring along your big purse and stop at the gas station on the way there (if you know what I'm sayin'). \n\nI tend to hit this spot up about once a week, as I'm just not willing to spend what the mainstream theaters are charging for movies. If you wait a month or so after the new stuff comes out, it finds its way almost always to the Matthews 10. \n\nIt's nearby a few fun chain restaurants as well. I have made a whole date night out of Cici's pizza and a Matthews 10 movie for less than $20. It can be done!"
"3","Remember  the days when you could watch a movie for $1?  I don't, but I hear folks reminiscing about them.  Old timer or not, Cinemark is the pretty decent place if you want to watch movies just out of rotation at the major theaters.Admission on the weekends is $2.25!  During the week its only $2 and $1 on Tuesdays.  Located behind the Krispy Kreme in Matthews (just look for the 'Hot' sign), the place looks like Pee Wee Herman's playhouse on the inside.  But I can forgive that.  \n\nThey show movies generally two months after their original release date.  Its your typical movie-fare, but   occasionally they throw in an indie or foreign film.  Look for the CineArts logo on the Showtimes page of the website. \n\nPlease be forewarned however: the concession stand is NOT discount price.  A large popcorn and drink runs $9.  Also, if you're going on a Fri or Sat., there will be a lot of teens.  They have cracked down on teen loitering in recent years, but certain teen-friendly movies might not be fun to watch on the weekend.  However, Cinemark Matthews Movies makes a good cheap date or fills a boring weeknight.  Netflix and Redbox watch out!"
"1","MEAN people.. Our dog is a customer, called at 11:00AM on a Saturday, with our dog howling so loud that you could hear him a block away.  We knew it was his time to put him down.  However, Matthews refused because they were closing at noon.  Can you believe that?  They said to take him to an emergency clinic and we told them we could not afford that.  We had already checked prices weeks before, because we knew it was getting close. We had already been sedating him and giving him pain meds. So,I called again at 11:30 to beg them to take him.  While I was on the phone they mistook me for another customer and said that it was okay, Dr. Pritchett would wait to see their dog, which they were putting down.  Now, that was biased! It was okay for them, but not for us.  Obviously, Dr. Pritchard was already waiting.. I think this was absolutely MEAN, not do take him in.  Where is the passion when you need it??"
"4","Well, not that anyone can properly place doughnuts in the food pyramid, let alone work them into any meal with justification, but Krispy Kreme is a gift from the sweet tooth heavens. If you're passing by and happen to catch that beauteous glowing Hot & Now sign illuminated in your peripheral, it might has well be your birthday. \n\nI've experienced many a doughnut endeavor and never once have I been let down by this little shop of warm, melty, glazed dreams. The staff is always fast and can pull a dozen melt-in-your-mouth glazed in no time. \n\nThe inside is great, too. Fun for little kids to watch the conveyor belt churning out doughnuts. This is a place of happiness. Not just breakfast or snacktime, but pure happiness. \n\nMy only gripe is the accessibility. Located on Independence, it is hard to pull in and then come in through the back, pull in to the drive thru or find a spot  in the adjacent parking lot. All of Charlotte knows how 74 is the bane of motor vehicle existence, so just be prepared. \n\nAbsolutely love Krispy Kreme and all they stand for. Except for maybe their odd choice of spelling, of course! Now, onward for Hot & Now doughnuts!"
"2","I have been to this location many times, and let me say that Einstein's is vastly superior as far as bagels are concerned. That stated, Bruegger's does serve good softwiches...however, I could get better bread and bagels elsewhere."
